ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,DES_ORDER_NOTE,CAT_ORDER_TYPE,TYP_CUSTOMER_SEGMENT,REF_DISCOUNT_CODE,QTY_UNITS_BACKORDER,TST_INSERTION,AUD_USR_INSERT
ORD00829,2024-12-15,CUST811,PART1037,5,4215.29,,,Return suffer ball study.,PHONE,REGULAR,,3,2024-10-19T06:19:49,nicholas18
ORD00830,2025-05-15,CUST578,PART1656,X,4326.03,CARD,2025-07-07,Middle law crime animal especially room morning.,MARKETPLACE,REGULAR,BLACKFRIDAY,0,2024-11-02T09:01:26,brenda46
ORD00831,2024-12-17,CUST426,PART1568,null,1519.51,CARD,2025-07-10,,,VIP,SUMMER20,,2024-12-18T03:17:41,gutierrezjean
ORD00832,2025-02-23,CUST226,PART1228,X,2454.67,CARD,2025-06-29,,MARKETPLACE,REGULAR,SUMMER20,0,2024-07-05T03:44:50,gomezmark
ORD00833,2025-03-01,CUST852,ERROR,null,3534.21,CASH,2025-06-25,Here serious avoid article.,STORE,VIP,BLACKFRIDAY,1,2024-09-12T07:37:46,fhubbard
ORD00834,2024-09-24,CUST758,PART1352,-3,3300.12,CASH,2025-07-22,Effort more heart others federal summer.,MARKETPLACE,B2B,SUMMER20,0,2024-08-21T10:15:51,bradley29
ORD00835,2024-10-18,CUST752,PART1934,1,,,,,MARKETPLACE,REGULAR,SUMMER20,0,2025-06-22T03:03:39,devinrodriguez
ORD00836,2025-01-17,CUST507,PART1727,9,1257.95,CASH,2025-07-17,Offer enjoy type some treatment second factor.,MARKETPLACE,VIP,INVALID,2,2024-07-15T01:09:13,xbrennan
ORD00837,2025-01-28,CUST861,PART1689,-3,2473.69,TRANSFER,2025-07-07,,STORE,VIP,,0,2025-03-28T08:32:03,duncanashley
ORD00838,2024-08-24,CUST967,PART1475,X,ERROR,CRYPTO,2025-06-26,Federal page garden kitchen later.,ONLINE,B2C,SUMMER20,3,2024-06-28T12:33:13,ghicks
ORD00839,2024-06-27,CUST694,PART1791,-3,2225.52,CARD,,,MARKETPLACE,VIP,BLACKFRIDAY,1,2025-02-16T06:19:06,brightdana
ORD00840,2024-06-28,CUST438,PART1149,3,4318.14,CASH,,,ONLINE,REGULAR,SUMMER20,2,2024-11-04T14:38:58,moniqueoconnell
ORD00841,2025-04-07,CUST226,PART1843,-3,1138.68,,2025-07-21,Rock rest building next.,PHONE,,,2,2025-04-06T09:15:49,lauravasquez
ORD00842,2024-11-12,CUST299,PART1742,-3,4780.67,,2025-07-20,Point community name peace book.,MARKETPLACE,B2B,,2,2024-10-05T07:37:36,andrewtorres
ORD00843,2025-01-25,CUST830,PART1455,-3,2013.22,,2025-07-10,None imagine middle son full. Under land item.,MARKETPLACE,B2B,,N/A,2025-05-17T08:48:28,kaiserjohn
ORD00844,2025-01-22,CUST370,PART1939,null,,CARD,2025-07-14,Above medical herself list.,MARKETPLACE,REGULAR,,1,2025-04-23T13:20:10,davidroberson
ORD00845,2024-11-04,CUST672,PART1841,6,3701.92,,2025-07-22,True almost until imagine red one pretty western.,STORE,,INVALID,,2025-06-13T20:36:17,dawnsavage
ORD00846,2024-08-12,CUST660,PART1610,null,4328.33,CARD,2025-07-15,,MARKETPLACE,REGULAR,,3,2025-02-01T08:17:23,tgallagher
ORD00847,2024-11-28,CUST483,PART1326,-3,3450.67,,2025-07-21,Land sell first human near.,ONLINE,REGULAR,,0,2024-08-11T21:01:22,lindasullivan
ORD00848,2024-10-06,CUST150,PART1565,-3,2354.67,TRANSFER,2025-07-18,Might such remain.,ONLINE,B2B,,0,2024-08-25T12:08:49,taylorjohn
ORD00849,2024-09-28,CUST348,PART1352,-3,1685.18,,2025-07-22,,MARKETPLACE,REGULAR,,3,2024-08-21T18:55:36,sean86
ORD00850,2025-05-01,CUST810,PART1803,-3,4139.63,,2025-07-21,,MARKETPLACE,,INVALID,0,2024-08-21T10:30:13,todd05
ORD00851,2025-06-01,CUST585,PART1585,-3,511.07,CARD,,Effort politics within record ok.,PHONE,VIP,INVALID,,2024-10-08T10:25:24,krystal38
ORD00852,2025-06-20,CUST190,PART1786,4,118.08,,2025-07-07,,PHONE,,,,2024-07-10T02:53:35,william99
ORD00853,2024-10-31,CUST350,ERROR,null,1400.63,CRYPTO,2025-06-25,Firm wife senior mean discussion degree left.,,B2C,,1,2024-08-23T15:54:09,williamwarner
ORD00854,2024-10-23,CUST925,PART1191,-3,4492.77,CARD,2025-07-19,,PHONE,,,1,2025-01-28T05:13:25,haysbrian
ORD00855,2025-02-17,CUST677,PART1754,X,271.36,CARD,2025-07-03,,ONLINE,REGULAR,,N/A,2024-07-22T16:28:56,fosterjoshua
ORD00856,2025-04-22,CUST126,ERROR,-3,2127.04,CASH,2025-07-15,,PHONE,REGULAR,SUMMER20,N/A,2025-04-10T12:08:53,darrellkelly
ORD00857,2024-10-05,CUST542,PART1987,2,ERROR,CASH,2025-07-20,Whom need effort throw meeting find.,,VIP,,2,2024-06-28T10:31:07,hhernandez
ORD00858,2025-04-05,CUST322,PART1652,X,3795.6,CRYPTO,2025-07-07,Force hand on heart two.,PHONE,VIP,BLACKFRIDAY,3,2024-09-18T01:27:58,christopherbaker
ORD00859,2025-01-10,CUST936,ERROR,7,127.76,,2025-07-09,Continue network prepare all rule.,ONLINE,,INVALID,0,2025-06-19T06:35:47,cohenkylie
ORD00860,INVALID_DATE,CUST823,PART1915,2,1884.05,,,Operation key rich determine.,,,BLACKFRIDAY,3,2024-12-07T10:01:34,mollyrodriguez
ORD00861,2025-02-02,CUST590,PART1622,-3,2304.01,,2025-07-06,Health true their yard enter their set.,PHONE,B2B,,,2025-01-18T15:01:17,hannaeric
ORD00862,2025-01-29,CUST798,PART1439,-3,ERROR,,2025-07-10,,,VIP,SUMMER20,1,2025-01-14T14:53:01,smithaimee
ORD00863,2025-02-10,CUST679,ERROR,-3,1634.5,CARD,2025-07-01,,MARKETPLACE,REGULAR,BLACKFRIDAY,3,2025-03-17T09:48:11,cristina93
ORD00864,2025-04-24,CUST514,PART1049,X,ERROR,CASH,2025-07-11,Religious pass recently.,,,INVALID,1,2025-04-18T19:16:31,sarcher
ORD00865,2024-09-18,CUST140,PART1430,X,ERROR,CARD,2025-07-20,Those nice event field through challenge compare.,PHONE,REGULAR,INVALID,2,2025-01-14T00:28:50,dustin60
ORD00866,2024-12-20,CUST674,PART1239,null,4097.89,,2025-07-03,,MARKETPLACE,B2C,,N/A,2024-08-11T12:59:45,zphillips
ORD00867,2025-01-07,CUST429,PART1279,null,467.08,CRYPTO,2025-06-24,Society front development.,,VIP,,0,2025-01-11T08:53:11,natashaknapp
ORD00868,2024-09-16,CUST267,PART1915,null,1634.85,CARD,2025-07-16,Effort behind why society recent.,STORE,VIP,SUMMER20,N/A,2024-07-24T02:33:03,stanleywilliam
ORD00869,INVALID_DATE,CUST923,ERROR,X,289.61,,,Some range gas determine.,MARKETPLACE,REGULAR,INVALID,3,2024-08-23T14:42:29,allisonwashington
ORD00870,2025-06-11,CUST571,PART1147,-3,4832.46,CRYPTO,2025-06-24,Staff live present thousand show sing moment.,PHONE,,,2,2024-07-01T02:18:46,lauramartin
ORD00871,2025-05-21,CUST980,PART1095,X,3497.36,TRANSFER,,,MARKETPLACE,B2B,,1,2025-06-21T15:44:59,heidibrown
ORD00872,2025-03-13,CUST291,PART1428,null,778.52,TRANSFER,2025-07-21,,STORE,,,0,2025-01-23T14:12:18,tonihiggins
ORD00873,INVALID_DATE,CUST549,PART1070,-3,3441.64,,2025-07-11,,PHONE,,SUMMER20,N/A,2025-01-05T14:20:37,jamesmark
ORD00874,2024-09-13,CUST342,PART1920,2,1717.63,TRANSFER,2025-07-17,Nation party understand really debate visit bad.,,VIP,,3,2024-09-17T01:51:46,palmerashley
ORD00875,2025-03-25,CUST826,PART1143,X,411.91,CARD,2025-07-14,Glass several check trouble behind safe.,PHONE,B2B,BLACKFRIDAY,0,2025-04-04T03:05:22,ibarrathomas
ORD00876,2024-11-13,CUST838,PART1650,10,1869.25,CARD,2025-07-21,Then risk network. Base win one five.,PHONE,B2C,BLACKFRIDAY,1,2025-05-07T21:43:02,ballarddaniel
ORD00877,2025-05-28,CUST446,ERROR,X,456.25,CASH,2025-07-17,Discover everyone policy resource through.,ONLINE,VIP,SUMMER20,1,2025-01-15T17:31:41,john93
ORD00878,2025-04-11,CUST147,PART1490,X,2563.24,CRYPTO,2025-07-23,Customer police market ten step rock treat.,STORE,VIP,,2,2025-02-24T15:00:05,carriehall
ORD00879,2024-09-26,CUST802,PART1630,X,4708.07,CARD,2025-07-10,,STORE,REGULAR,SUMMER20,0,2024-07-27T09:16:24,mark75
ORD00880,2025-05-18,CUST689,PART1655,5,395.33,CASH,2025-07-14,White type rock.,,REGULAR,SUMMER20,N/A,2024-11-11T18:08:41,brownrachel
ORD00881,INVALID_DATE,CUST805,PART1407,null,ERROR,CASH,,Enough medical follow hear all.,MARKETPLACE,VIP,SUMMER20,1,2024-11-04T02:55:45,charles30
ORD00882,2024-10-18,CUST166,PART1308,X,3669.15,,2025-07-15,Able unit over information old.,,B2B,BLACKFRIDAY,N/A,2025-01-19T06:17:05,marcusmckinney
ORD00883,2025-02-05,CUST293,PART1857,null,4519.02,CRYPTO,,,PHONE,B2B,SUMMER20,N/A,2024-11-15T21:05:36,psmith
ORD00884,2024-12-01,CUST917,PART1931,X,3719.75,CASH,2025-07-19,Bit themselves reason it character.,ONLINE,,,N/A,2024-12-27T03:13:42,plarson
ORD00885,2024-12-21,CUST385,PART1821,X,1564.1,,2025-07-17,Order nearly your do network.,MARKETPLACE,VIP,,,2025-02-08T15:48:10,angela87
ORD00886,2024-09-02,CUST317,PART1009,-3,4659.37,TRANSFER,,,MARKETPLACE,B2C,BLACKFRIDAY,2,2025-06-02T00:45:18,wayneoneill
ORD00887,2024-07-07,CUST606,PART1691,null,3090.02,CARD,,Become car note on.,MARKETPLACE,B2B,BLACKFRIDAY,1,2024-11-09T06:22:14,padillagreg
ORD00888,2024-07-11,CUST719,PART1761,6,568.17,,2025-07-13,Happy wind actually off she arrive reflect.,ONLINE,REGULAR,SUMMER20,N/A,2024-09-21T00:31:23,jennifer23
ORD00889,2025-06-14,CUST252,PART1256,null,4294.44,CRYPTO,2025-07-07,Thank science than customer significant race.,STORE,,,N/A,2024-08-05T17:11:31,robin35
ORD00890,2025-04-14,CUST109,PART1308,-3,2490.96,TRANSFER,2025-07-01,Truth computer according environmental coach.,,B2C,INVALID,,2024-12-14T11:44:22,rboyd
ORD00891,INVALID_DATE,CUST594,PART1785,null,,,2025-07-13,,STORE,,,,2024-08-17T05:03:20,matthew22
ORD00892,2024-12-12,CUST428,ERROR,-3,1168.46,CASH,2025-07-22,Detail time keep under.,PHONE,,BLACKFRIDAY,,2025-06-23T00:44:44,jacqueline32
ORD00893,2025-02-03,CUST436,PART1726,-3,3166.38,CRYPTO,,Bad home amount move relationship both.,ONLINE,REGULAR,BLACKFRIDAY,2,2024-11-09T05:50:08,monica55
ORD00894,2024-09-23,CUST806,PART1113,X,,,2025-06-24,Everybody east hospital east central read.,PHONE,VIP,,2,2024-08-28T11:57:39,floresalexander
ORD00895,2025-02-26,CUST498,PART1350,X,106.9,,2025-07-21,,PHONE,,BLACKFRIDAY,1,2024-07-24T22:21:38,ballfrank
ORD00896,2025-04-05,CUST553,PART1894,-3,619.22,CARD,2025-06-24,Sister top real along.,STORE,REGULAR,,3,2024-12-28T08:51:15,melissacantu
ORD00897,2025-03-11,CUST682,PART1110,6,4229.97,CRYPTO,2025-07-16,,STORE,REGULAR,,,2025-02-23T00:08:47,karen89
ORD00898,2025-04-16,CUST737,PART1346,-3,,,2025-07-05,,PHONE,REGULAR,SUMMER20,,2025-04-17T12:51:54,eric14
ORD00899,2025-03-08,CUST664,PART1288,-3,3586.27,,2025-07-13,Development though when through really.,STORE,,BLACKFRIDAY,2,2025-01-27T00:56:03,daniel64
ORD00900,2024-11-19,CUST227,PART1598,-3,674.49,CRYPTO,2025-07-10,Science toward old girl people wife especially.,,B2C,BLACKFRIDAY,1,2024-12-24T12:42:54,manuel94
ORD00901,2025-02-03,,PART1393,-3,23.86,CARD,,Per teach argue own above plant at information.,STORE,B2C,,N/A,2025-06-06T11:52:24,kenneth33
ORD00902,2025-04-11,CUST502,PART1510,-3,384.32,,2025-07-15,Score resource card site. Along compare save.,,,INVALID,1,2025-01-13T10:07:35,uking
ORD00903,2025-04-22,CUST351,PART1387,8,ERROR,CRYPTO,,Quickly administration writer see.,,B2B,BLACKFRIDAY,3,2024-12-31T20:12:21,hayley91
ORD00904,2025-04-24,CUST258,ERROR,null,,TRANSFER,2025-06-26,Reach on old page direction.,ONLINE,B2B,INVALID,0,2024-09-10T09:51:17,victorharris
ORD00905,2025-04-06,CUST876,PART1377,null,1805.33,CASH,2025-06-24,Unit Mr always traditional sort cold chance.,ONLINE,,INVALID,3,2024-07-08T09:06:57,jessemyers
ORD00906,2025-01-30,CUST740,PART1244,-3,2986.32,CARD,2025-06-26,Age must daughter very so final.,,B2B,SUMMER20,,2025-03-10T19:25:05,joshuathomas
ORD00907,2025-06-08,CUST254,PART1218,-3,405.19,,2025-07-23,Cut message tree those natural defense major.,STORE,B2B,BLACKFRIDAY,2,2025-01-16T13:47:02,baxteramy
ORD00908,2024-09-30,CUST604,PART1147,10,1094.54,,2025-06-25,,MARKETPLACE,B2B,BLACKFRIDAY,,2025-04-20T22:15:47,george78
ORD00909,2025-04-04,CUST578,PART1346,null,139.41,,,Energy remember various possible surface.,STORE,VIP,SUMMER20,3,2025-02-08T07:07:55,wongdaniel
ORD00910,2024-08-03,CUST177,PART1298,6,229.32,TRANSFER,,,ONLINE,REGULAR,BLACKFRIDAY,N/A,2025-02-04T18:35:23,acoleman
ORD00911,2024-12-25,CUST843,PART1953,null,208.95,TRANSFER,2025-07-12,Arrive media crime talk.,PHONE,,,2,2024-08-26T14:54:03,andrew27
ORD00912,2024-12-31,CUST134,PART1084,X,,TRANSFER,2025-06-29,,STORE,REGULAR,BLACKFRIDAY,2,2024-11-07T20:11:59,cynthia91
ORD00913,2024-07-02,CUST511,PART1550,1,2099.64,CASH,2025-07-22,While star blue gas oil wide none.,PHONE,B2B,,2,2025-03-11T21:42:52,ycowan
ORD00914,2025-03-06,CUST847,PART1142,-3,ERROR,,2025-06-25,,ONLINE,B2B,BLACKFRIDAY,,2025-03-05T11:41:33,lori72
ORD00915,2024-08-02,CUST921,PART1231,X,3007.48,,2025-07-22,Spend lawyer entire certainly.,ONLINE,B2C,BLACKFRIDAY,N/A,2024-10-07T13:08:19,frederick80
ORD00916,INVALID_DATE,CUST312,ERROR,null,2576.95,CASH,2025-07-11,General show why. Scientist hot most such.,MARKETPLACE,B2B,,N/A,2024-09-27T02:17:29,adrian63
ORD00917,2024-10-22,CUST153,ERROR,-3,508.85,CASH,2025-06-27,Law stay mission individual her lose.,PHONE,REGULAR,INVALID,2,2024-10-04T08:19:13,erinwalker
ORD00918,2025-02-20,CUST916,PART1619,null,210.56,TRANSFER,2025-06-25,Team may under. Ground degree fish threat.,MARKETPLACE,B2B,INVALID,N/A,2025-03-02T09:02:31,maria59
ORD00919,2024-07-30,,PART1188,null,4481.24,CASH,,Young our score information hear give ask.,,B2B,SUMMER20,,2025-05-30T20:02:57,johnny52
ORD00920,2025-06-19,CUST273,PART1706,null,1941.65,CASH,2025-06-30,Table office gas find around movie.,ONLINE,REGULAR,INVALID,2,2024-06-29T00:54:15,barnettstacey
ORD00921,2024-12-15,CUST915,PART1092,-3,2624.55,,2025-07-10,,MARKETPLACE,,INVALID,3,2025-02-18T15:12:21,joshuaoneal
ORD00922,2025-05-28,CUST745,PART1101,8,2551.12,CASH,2025-07-12,,ONLINE,VIP,INVALID,N/A,2025-05-24T00:59:57,buchananmiguel
ORD00923,2024-10-17,CUST845,PART1974,7,3674.62,,2025-07-05,Ever into general strong spend happy contain.,STORE,B2C,SUMMER20,,2024-07-31T14:42:09,rebeccawillis
ORD00924,INVALID_DATE,CUST755,PART1142,8,,TRANSFER,2025-06-25,,,REGULAR,,0,2025-02-03T18:47:02,mthomas
ORD00925,2024-12-12,CUST825,PART1027,7,4656.2,,2025-07-20,,PHONE,B2C,BLACKFRIDAY,1,2024-08-09T20:34:40,michelle23
ORD00926,2024-12-21,CUST154,PART1417,-3,,,2025-06-25,Thousand treatment whether might.,MARKETPLACE,B2B,,3,2025-03-28T09:21:11,garytaylor
ORD00927,2024-07-16,CUST607,PART1949,null,3310.98,TRANSFER,2025-07-18,Poor somebody care his scene if them.,STORE,,BLACKFRIDAY,N/A,2024-08-04T13:54:47,montgomeryluke
ORD00928,2025-02-19,CUST791,PART1926,2,4966.44,,2025-06-27,Western until single sea not.,,REGULAR,,1,2025-05-23T13:15:37,christophergonzalez
ORD00929,2025-03-09,CUST544,PART1700,X,2690.79,CARD,2025-07-01,Market PM receive fight total but else.,ONLINE,REGULAR,,N/A,2024-12-17T11:39:10,dpeck
ORD00930,2024-07-16,CUST876,PART1180,-3,2403.59,CARD,2025-06-28,Your image election number reflect agree yet.,ONLINE,VIP,INVALID,0,2024-11-23T01:10:04,jameshuerta
ORD00931,2025-02-06,CUST271,PART1391,8,79.92,CRYPTO,,Some lose ask seat early issue.,MARKETPLACE,,INVALID,3,2024-10-12T10:59:22,karabarnett
ORD00932,2024-09-26,CUST530,PART1486,null,3578.39,CARD,2025-07-16,Road anyone half outside author decision.,STORE,VIP,INVALID,N/A,2024-11-19T20:35:37,bradley53
ORD00933,2024-09-17,CUST682,PART1854,-3,28.85,CARD,2025-07-03,Often base can away green.,,REGULAR,INVALID,2,2024-09-27T18:08:25,samanthajordan
ORD00934,2024-11-20,CUST962,ERROR,null,2778.8,,2025-06-24,Effort night size foreign skin five.,STORE,,,N/A,2024-10-22T01:10:20,grayrichard
ORD00935,2025-03-23,CUST950,PART1129,6,4719.33,CASH,,,STORE,B2B,SUMMER20,N/A,2024-09-14T21:00:51,walshnatasha
ORD00936,2025-01-10,CUST962,PART1769,6,788.6,CASH,,,,B2C,,N/A,2025-03-21T23:18:33,melissasnyder
ORD00937,INVALID_DATE,,ERROR,null,1069.68,CARD,2025-07-19,War spend other seat coach weight.,STORE,VIP,INVALID,1,2024-09-04T09:41:44,rdougherty
ORD00938,2025-03-08,CUST295,PART1859,1,108.36,CRYPTO,2025-07-09,Goal land source.,,VIP,INVALID,3,2025-06-11T18:49:34,wilkinsbarbara
ORD00939,2024-12-11,CUST778,PART1160,null,3641.22,CASH,,For would per ability.,STORE,VIP,BLACKFRIDAY,N/A,2024-11-15T12:21:23,sherrysingleton
ORD00940,2025-04-05,CUST749,PART1309,-3,163.32,CRYPTO,2025-07-01,Important yet strategy soon. Car loss business.,PHONE,,SUMMER20,0,2024-06-29T01:11:40,michael76
ORD00941,2025-03-24,CUST929,PART1960,X,267.59,CARD,,Similar above evening commercial professor after.,ONLINE,REGULAR,SUMMER20,,2025-01-28T15:03:34,jessicafloyd
ORD00942,2024-07-26,CUST914,PART1007,-3,2228.35,CARD,2025-07-06,Woman individual local pull.,,VIP,INVALID,1,2024-11-04T09:10:18,karendavis
ORD00943,2024-07-31,CUST521,PART1046,-3,3805.97,CARD,2025-07-18,These get than scene nature.,PHONE,REGULAR,,1,2025-04-01T12:10:17,johnsonerica
ORD00944,2025-01-21,CUST389,PART1687,null,4943.46,TRANSFER,2025-07-12,Traditional our cut every give.,MARKETPLACE,REGULAR,BLACKFRIDAY,1,2024-08-30T07:16:09,olivia73
ORD00945,2024-12-22,CUST373,PART1108,-3,3214.89,CASH,2025-07-19,Agency remember strong newspaper.,,VIP,,N/A,2025-05-05T05:40:43,ferrelllance
ORD00946,INVALID_DATE,CUST597,PART1658,-3,1434.6,CARD,2025-07-21,Something prove society quite no plan.,PHONE,REGULAR,SUMMER20,2,2025-03-18T07:34:30,jessica41
ORD00947,2025-01-24,CUST313,PART1382,6,2070.05,,,Stay they good health.,ONLINE,,SUMMER20,0,2025-06-16T07:59:32,vpeterson
ORD00948,2025-05-07,CUST322,PART1501,null,1315.86,,2025-07-15,Us may structure bar generation.,PHONE,REGULAR,BLACKFRIDAY,1,2024-07-06T23:38:57,clinemaria
ORD00949,2024-11-10,CUST815,PART1086,X,2830.21,,2025-07-17,Long southern peace phone federal.,MARKETPLACE,,BLACKFRIDAY,1,2024-11-24T07:50:11,jason05
ORD00950,2025-03-07,CUST795,PART1002,-3,1907.01,CARD,2025-06-24,Yeah they power leave office head.,PHONE,B2C,SUMMER20,,2025-03-25T11:12:23,hodgemelissa
ORD00951,2024-07-29,CUST688,PART1022,5,2100.92,CASH,2025-07-23,Treatment around finish positive.,MARKETPLACE,B2C,,1,2025-01-13T10:01:58,moralesbeth
ORD00952,INVALID_DATE,CUST825,PART1595,-3,4344.62,,2025-07-14,,STORE,VIP,SUMMER20,3,2024-11-20T20:19:02,joshua72
ORD00953,2024-07-02,CUST712,PART1440,null,2467.29,CARD,2025-07-20,Grow election sing.,,VIP,SUMMER20,N/A,2024-12-21T12:18:33,mooreandrew
ORD00954,INVALID_DATE,CUST363,PART1149,null,,,2025-07-04,Such drive audience entire politics foreign.,MARKETPLACE,B2C,,1,2025-05-21T20:29:18,bryanjulia
ORD00955,INVALID_DATE,CUST823,PART1348,X,2166.91,TRANSFER,2025-07-04,Crime arm account deep thousand himself.,PHONE,B2B,INVALID,3,2024-09-12T23:46:20,zachary97
ORD00956,2025-02-14,CUST135,PART1735,null,3045.95,,2025-07-02,Team history stand tonight successful carry.,MARKETPLACE,REGULAR,BLACKFRIDAY,3,2024-10-26T17:20:28,gina27
ORD00957,2024-12-04,CUST735,PART1716,-3,2022.81,CARD,2025-07-19,,MARKETPLACE,REGULAR,,0,2024-09-03T07:31:43,jennifernguyen
ORD00958,INVALID_DATE,CUST933,PART1526,X,1259.74,,2025-07-05,Test skill along religious question natural.,MARKETPLACE,REGULAR,INVALID,3,2024-07-27T10:03:06,jonathanhanson
ORD00959,2025-06-18,CUST987,PART1362,6,2528.83,TRANSFER,2025-07-20,,MARKETPLACE,VIP,BLACKFRIDAY,3,2025-01-30T05:06:01,elizabethrobertson
ORD00960,2025-04-18,CUST819,PART1316,-3,3285.99,CARD,2025-07-19,,,VIP,,2,2024-11-20T15:34:25,eric82
ORD00961,2024-07-11,CUST312,ERROR,null,4661.35,CRYPTO,2025-07-02,Few different ground.,MARKETPLACE,,,N/A,2024-12-16T15:52:05,lanecameron
ORD00962,2025-03-19,CUST526,PART1636,null,ERROR,TRANSFER,,,MARKETPLACE,VIP,BLACKFRIDAY,0,2025-01-16T05:35:36,sara39
ORD00963,2025-01-25,CUST546,PART1146,5,,CARD,2025-07-18,,MARKETPLACE,B2B,INVALID,N/A,2025-04-25T12:16:49,lindacarroll
ORD00964,INVALID_DATE,CUST230,PART1292,X,3796.94,,2025-07-05,Meeting authority central month.,STORE,REGULAR,,2,2025-03-26T14:59:13,zbrooks
ORD00965,2025-06-11,CUST327,PART1352,-3,3857.24,CASH,2025-07-03,Who allow store product tax job cell.,,B2B,,0,2024-07-09T22:20:13,ichavez
ORD00966,INVALID_DATE,CUST363,PART1222,X,2420.91,CRYPTO,2025-07-02,,PHONE,B2B,SUMMER20,2,2025-05-07T19:26:31,wmontgomery
ORD00967,INVALID_DATE,CUST203,PART1239,7,3391.49,,2025-07-09,College into collection left drive.,STORE,REGULAR,INVALID,N/A,2024-07-11T08:16:14,wlowe
ORD00968,2025-04-05,CUST260,PART1394,X,,CARD,2025-07-09,,,B2C,,3,2024-08-08T10:49:28,wattsandrew
ORD00969,2025-01-16,CUST699,PART1479,-3,2415.54,,,Most provide great.,MARKETPLACE,VIP,,2,2025-02-15T09:22:33,austingreen
ORD00970,2025-02-06,CUST646,PART1800,4,821.22,CASH,2025-07-21,Identify own artist most social state old.,ONLINE,REGULAR,BLACKFRIDAY,N/A,2025-03-06T22:52:30,youngjennifer
ORD00971,2025-04-01,CUST176,PART1077,2,1868.46,,2025-07-03,,PHONE,B2C,,2,2025-02-20T03:24:49,daniel47
ORD00972,2025-04-23,CUST206,PART1385,X,3373.02,CASH,2025-07-16,Hit bad mind foot security guess believe baby.,STORE,VIP,BLACKFRIDAY,0,2025-01-17T10:19:15,wolfeandrew
ORD00973,2024-07-31,CUST395,PART1751,null,ERROR,CRYPTO,2025-07-12,White avoid cold kitchen read personal citizen.,ONLINE,REGULAR,INVALID,0,2025-02-11T16:05:52,holtbrent
ORD00974,2025-03-04,CUST447,PART1250,-3,ERROR,,2025-06-24,Trial it field people. Throw now everything go.,MARKETPLACE,VIP,INVALID,1,2025-05-16T03:51:59,anthony30
ORD00975,2024-10-18,CUST116,PART1801,X,,CRYPTO,2025-06-26,,STORE,B2B,BLACKFRIDAY,,2024-07-28T09:17:38,rivaskevin
ORD00976,2025-05-25,,PART1629,-3,1464.56,CARD,2025-07-23,,,VIP,,3,2024-08-21T17:51:22,sandra59
ORD00977,2024-12-18,CUST801,PART1775,-3,3297.76,CASH,2025-07-21,Then clear nation tough rather.,ONLINE,VIP,,1,2024-08-07T09:12:21,clairemoore
ORD00978,2025-03-19,CUST859,PART1693,null,1493.02,CRYPTO,2025-07-06,Necessary war thank early example me.,,B2B,,,2024-10-17T06:21:55,dianedavidson
ORD00979,2024-12-19,CUST996,PART1934,-3,2546.26,CRYPTO,2025-07-22,Government human between toward arrive discover.,STORE,B2C,BLACKFRIDAY,0,2024-07-03T17:50:20,dianawilliamson
ORD00980,2024-11-14,CUST297,PART1082,null,201.66,,,Fill loss raise fast project.,PHONE,B2C,BLACKFRIDAY,0,2024-09-15T06:12:08,maria88
ORD00981,2025-06-21,CUST643,PART1997,8,4593.65,CRYPTO,2025-06-29,Pretty teach herself man concern. Late last grow.,,VIP,,0,2024-07-15T23:59:50,waltersdeborah
ORD00982,2025-05-20,CUST411,PART1992,null,2848.78,,2025-07-16,Fall significant sister seat.,ONLINE,B2B,SUMMER20,2,2024-08-10T09:59:49,brianna59
ORD00983,2024-12-01,CUST407,PART1438,null,3162.87,CRYPTO,2025-06-25,Nature save until let major go.,,B2C,,0,2025-05-21T02:18:31,tanner80
ORD00984,2025-04-03,CUST752,PART1352,3,2559.81,,2025-07-17,,,,BLACKFRIDAY,1,2024-11-09T12:14:16,vwilliams
ORD00985,INVALID_DATE,CUST507,PART1482,null,,,2025-07-12,,STORE,REGULAR,,N/A,2025-01-29T17:49:24,michaela73
ORD00986,2024-10-07,CUST864,PART1777,-3,ERROR,TRANSFER,,Law huge treatment vote hear stand.,PHONE,REGULAR,,1,2024-12-20T04:34:58,zcantu
ORD00987,2024-07-03,CUST603,PART1128,-3,,CASH,2025-07-02,,MARKETPLACE,VIP,BLACKFRIDAY,,2025-06-17T04:02:47,chadwright
ORD00988,2024-08-09,CUST625,ERROR,-3,1114.4,CARD,2025-07-15,,MARKETPLACE,REGULAR,INVALID,N/A,2025-02-04T18:49:10,jessicajones
ORD00989,2025-04-22,CUST638,PART1567,null,156.94,CARD,2025-07-16,Risk recent new. Arm federal bring already more.,PHONE,B2C,BLACKFRIDAY,,2024-11-27T04:01:38,hollandcassandra
ORD00990,2024-08-30,CUST231,PART1717,X,1469.43,CASH,2025-07-02,,PHONE,VIP,BLACKFRIDAY,1,2024-12-06T18:56:20,mary00
ORD00991,2025-06-23,CUST638,PART1488,2,3083.14,TRANSFER,2025-07-05,,PHONE,B2B,INVALID,0,2024-07-20T06:25:33,bakerdonald
ORD00992,2025-04-20,CUST764,PART1416,X,1145.61,TRANSFER,2025-07-09,Husband number system.,,B2C,,3,2024-12-29T12:56:06,kmcdaniel
